folder,folder_dir,uidvalidity,uid,relative_path,internaldate_utc,date_header,flags,size_bytes,rfc822_size,sha256,message_id,from,to,cc,subject
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,7,mail/INBOX.Archive.2019.Q4 Invoices/000007.eml,2026-03-31T09:09:55+00:00,,\Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,8,mail/INBOX.Archive.2019.Q4 Invoices/000008.eml,2024-11-28T08:00:15+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Recent,539,539,2737c576c5c66dc63c8d82376c419fb2270645fcb77248d4dbd870f997910aaa,<8.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Archive.2019.Q4 Invoices
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,9,mail/INBOX.Archive.2019.Q4 Invoices/000009.eml,2023-10-17T22:09:29+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Seen \Recent,587,587,4cb4c18d004c9d195ef78480e3e6dbde2aa70a33e4d92453f0f3861fc5d0e0f2,<9.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,10,mail/INBOX.Archive.2019.Q4 Invoices/000010.eml,2026-05-26T19:12:13+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Recent,349,349,99192559641a7b7c63ca8e8ff97fbcd8895a10015c197f6460808ef00411a0f8,<10.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,11,mail/INBOX.Archive.2019.Q4 Invoices/000011.eml,2026-03-12T05:09:47+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Seen \Recent,408,408,2860fbade9759bfd2209f9225faf360d9847cefa1c5cea770ca79d6d6e0f6887,<11.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Archive.2019.Q4 Invoices,INBOX.Archive.2019.Q4 Invoices,1787958032,12,mail/INBOX.Archive.2019.Q4 Invoices/000012.eml,2024-10-01T01:28:57+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Seen \Recent,488,488,fd11d6d0f6b5e21713e7914f7b042079cbca1fd292628c0d68146a7267eaf3c3,<12.INBOX.Archive.2019.Q4_Invoices@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Archive.2019.Q4 Invoices
INBOX.Drafts,INBOX.Drafts,1787958029,1,mail/INBOX.Drafts/000001.eml,2026-06-03T01:29:23+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Recent,356,356,477347c9a4224943d7bc7a927743a738cb6c98942afa9df9f263407d886c7574,<1.INBOX.Drafts@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Drafts,INBOX.Drafts,1787958029,2,mail/INBOX.Drafts/000002.eml,2025-04-25T22:03:56+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Flagged \Seen \Recent,389,389,2c054db99cb9dd1fb6eb9a7745701c6a6a40e1004cd9ac2596157566e280f6a4,<2.INBOX.Drafts@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Drafts,INBOX.Drafts,1787958029,3,mail/INBOX.Drafts/000003.eml,2024-03-30T21:00:10+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Flagged \Seen \Recent,429,429,6cdf50ccb0c0a91dbc718383ed6588cf93f5571f3bf3273158c3c3a4a8f4c087,<3.INBOX.Drafts@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Drafts,INBOX.Drafts,1787958029,4,mail/INBOX.Drafts/000004.eml,2023-11-14T18:28:59+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Recent,472,472,319efce5b6ae44efdad772a6b708e91e5a22784ccbbec2f84f4180bf2623aac6,<4.INBOX.Drafts@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Drafts
INBOX.Drafts,INBOX.Drafts,1787958029,5,mail/INBOX.Drafts/000005.eml,2023-12-04T07:45:10+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Seen \Recent,315,315,fc2e413c28e70c4b9208c9bde3bdaead3da0ed4b5188a7aa13fdf14a1dd05317,<5.INBOX.Drafts@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Drafts,INBOX.Drafts,1787958029,6,mail/INBOX.Drafts/000006.eml,2025-08-10T20:04:04+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Seen \Recent,348,348,699d884a6e98ecafa2cbf72d93479a81b2dbc67188562f901b957a9373d12d25,<6.INBOX.Drafts@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.Drafts,INBOX.Drafts,1787958029,7,mail/INBOX.Drafts/000007.eml,2024-03-03T20:03:44+00:00,,\Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Drafts,INBOX.Drafts,1787958029,8,mail/INBOX.Drafts/000008.eml,2025-02-12T14:48:07+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Seen \Recent,431,431,c3e4d0a2e5bfaeab5d792ec30a941c15b38329a7505b2fd699095f4045519617,<8.INBOX.Drafts@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Drafts
INBOX.Drafts,INBOX.Drafts,1787958029,9,mail/INBOX.Drafts/000009.eml,2024-06-28T10:29:26+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Seen \Recent,479,479,8fbe5833d241f140a736c8c5d04ca0bc40d1edce6061315e39b67b1f64fd102d,<9.INBOX.Drafts@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Drafts,INBOX.Drafts,1787958029,10,mail/INBOX.Drafts/000010.eml,2026-03-11T14:59:30+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Seen \Recent,313,313,377e6a7f845f5789932a20b4a2ac7f5f78d1e90142d92650a833bf3bae62452e,<10.INBOX.Drafts@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Drafts,INBOX.Drafts,1787958029,11,mail/INBOX.Drafts/000011.eml,2023-10-06T20:49:45+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Seen \Recent,354,354,86f9fd4b5ed1f527dbbe1543e7bede3b8b84f2d4fd0566c01ed6f88e0b957703,<11.INBOX.Drafts@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Drafts,INBOX.Drafts,1787958029,12,mail/INBOX.Drafts/000012.eml,2025-01-13T03:12:34+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Flagged \Seen \Recent,398,398,67bc8c3a2bc0cacd1f9f524bd1e498e5176f44e8240e81e19bb52117bf8744f0,<12.INBOX.Drafts@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Drafts
INBOX.Sent,INBOX.Sent,1787958028,1,mail/INBOX.Sent/000001.eml,2025-01-17T22:13:23+00:00,"Fri, 04 Jan 2019 01:00:00 +0000",\Recent,350,350,0cbb01ef8096eda141d196764eaf397a44346a4a4657cea1a8d7a0f19f40319e,<1.INBOX.Sent@example.com>,Sender 1 <sender1@example.com>,tester@example.com,cc1@example.com,Äöü umlaut subject 1
INBOX.Sent,INBOX.Sent,1787958028,2,mail/INBOX.Sent/000002.eml,2023-12-26T09:37:02+00:00,"Mon, 07 Jan 2019 02:00:00 +0000",\Seen \Recent,381,381,a250ba0135fbb2bb0998d15958ecda6ecf9c7f83f7d45e7ec4e788f9558e0184,<2.INBOX.Sent@example.com>,Sender 2 <sender2@example.com>,tester@example.com,cc2@example.com,Résumé 2
INBOX.Sent,INBOX.Sent,1787958028,3,mail/INBOX.Sent/000003.eml,2024-03-15T01:45:34+00:00,"Thu, 10 Jan 2019 03:00:00 +0000",\Recent,419,419,35bca54dc815ff7fcd93ffb03fb44d92b8e55d1cdd949a8091c67c0cf166f638,<3.INBOX.Sent@example.com>,Sender 3 <sender3@example.com>,tester@example.com,cc3@example.com,Re: Q4 report 3 — attached
INBOX.Sent,INBOX.Sent,1787958028,4,mail/INBOX.Sent/000004.eml,2023-11-05T17:19:27+00:00,"Sun, 13 Jan 2019 04:00:00 +0000",\Flagged \Seen \Recent,458,458,fe67f09095cf29ff79cd4335e08ce0ce8a2aa59c9d8cccd173437dcee3def9c5,<4.INBOX.Sent@example.com>,Sender 4 <sender4@example.com>,tester@example.com,cc4@example.com,Test message 4 in INBOX.Sent
INBOX.Sent,INBOX.Sent,1787958028,5,mail/INBOX.Sent/000005.eml,2026-04-27T00:08:50+00:00,"Wed, 16 Jan 2019 05:00:00 +0000",\Seen \Recent,311,311,29d83386dcc70f57c295808180e8e0aa26fcf7fbf85cdb83f10f329950e0b481,<5.INBOX.Sent@example.com>,Sender 5 <sender5@example.com>,tester@example.com,cc5@example.com,Äöü umlaut subject 5
INBOX.Sent,INBOX.Sent,1787958028,6,mail/INBOX.Sent/000006.eml,2025-01-15T10:52:29+00:00,"Sat, 19 Jan 2019 06:00:00 +0000",\Recent,342,342,073e56c5fb488b64aa10bdcb39ffaed8da4e2690efb2223b72753ca6727ed648,<6.INBOX.Sent@example.com>,Sender 6 <sender6@example.com>,tester@example.com,cc6@example.com,Résumé 6
INBOX.Sent,INBOX.Sent,1787958028,7,mail/INBOX.Sent/000007.eml,2025-02-08T05:04:41+00:00,,\Seen \Recent,108,108,912b7f29649748f4c9befcb5c121e1a3ee193a50fd4090877afb1937a9115347,,broken7@example.com,tester@example.com,,broken message 7
INBOX.Sent,INBOX.Sent,1787958028,8,mail/INBOX.Sent/000008.eml,2023-10-22T21:03:58+00:00,"Fri, 25 Jan 2019 08:00:00 +0000",\Seen \Recent,419,419,08a1021cb6ed3a5c938f398f5a737339ae50b0d8b0982fc890f690a43a653405,<8.INBOX.Sent@example.com>,Sender 8 <sender8@example.com>,tester@example.com,cc8@example.com,Test message 8 in INBOX.Sent
INBOX.Sent,INBOX.Sent,1787958028,9,mail/INBOX.Sent/000009.eml,2023-11-26T06:29:50+00:00,"Mon, 28 Jan 2019 09:00:00 +0000",\Seen \Recent,467,467,35e44affa9dc38ed69b7b7e173b814244c0e72769df33a66dcec75dea9c5165e,<9.INBOX.Sent@example.com>,Sender 9 <sender9@example.com>,tester@example.com,cc9@example.com,Äöü umlaut subject 9
INBOX.Sent,INBOX.Sent,1787958028,10,mail/INBOX.Sent/000010.eml,2024-05-21T04:49:47+00:00,"Thu, 31 Jan 2019 10:00:00 +0000",\Seen \Recent,309,309,9f025edf9a711cf0b437baaf3fe6e29bef69f5e13a9fde7609d4de02df62bff9,<10.INBOX.Sent@example.com>,Sender 10 <sender10@example.com>,tester@example.com,cc10@example.com,Résumé 10
INBOX.Sent,INBOX.Sent,1787958028,11,mail/INBOX.Sent/000011.eml,2025-01-16T11:53:00+00:00,"Sun, 03 Feb 2019 11:00:00 +0000",\Recent,348,348,3d955d55314df3638620b57734f6f5a9e033a7687b7328407a0160d2648dfeca,<11.INBOX.Sent@example.com>,Sender 11 <sender11@example.com>,tester@example.com,cc11@example.com,Re: Q4 report 11 — attached
INBOX.Sent,INBOX.Sent,1787958028,12,mail/INBOX.Sent/000012.eml,2023-09-24T22:28:13+00:00,"Wed, 06 Feb 2019 12:00:00 +0000",\Seen \Recent,388,388,4eff08c4e35b9af299fb4d7ae625e827cd799fafd70b1236da0eeee13e129b50,<12.INBOX.Sent@example.com>,Sender 12 <sender12@example.com>,tester@example.com,cc12@example.com,Test message 12 in INBOX.Sent
